transaction_id,user_id,account_id,amount,currency,transaction_type,merchant_id,beneficiary_id,device_id,ip_address_hash,location,timestamp,is_fraud,scenario
TX12986,USR_1058,ACC_2058,88.74,USD,P2P,MER_180,BEN_635,DEV_724,4ca18e2dc49b3667,"London, UK",2026-08-28 05:10:06.269031+00:00,0,A
TX10090,USR_1241,ACC_2241,55.13,USD,WIRE,MER_143,BEN_566,DEV_923,0b35119407a28848,"New York, US",2026-08-28 05:16:06.269031+00:00,0,A
TX11792,USR_1191,ACC_2191,11.91,USD,CARD,MER_322,BEN_585,DEV_801,1720b6347df01502,"Tokyo, JP",2026-08-28 05:17:06.269031+00:00,0,A
TX11139,USR_1150,ACC_2150,33.92,USD,CARD,MER_252,BEN_990,DEV_450,ef6f595e325406c8,"Tokyo, JP",2026-08-28 05:19:06.269031+00:00,0,A
TX11948,USR_1193,ACC_2193,164.16,USD,WIRE,MER_260,BEN_808,DEV_550,e4ba75bf79fdcb04,"Toronto, CA",2026-08-28 05:20:06.269031+00:00,0,A
TX10598,USR_1244,ACC_2244,53.66,USD,CARD,MER_310,BEN_831,DEV_556,fcc47ac65be5665e,"Toronto, CA",2026-08-28 05:21:06.269031+00:00,0,A
TX11483,USR_1123,ACC_2123,47.19,USD,P2P,MER_246,BEN_917,DEV_144,3c20fd93e10a2c4d,"Tokyo, JP",2026-08-28 05:27:06.269031+00:00,0,A
TX11538,USR_1138,ACC_2138,125.91,USD,P2P,MER_204,BEN_580,DEV_350,8d45592dae9f59a0,"Tokyo, JP",2026-08-28 05:27:06.269031+00:00,0,A
TX10390,USR_1241,ACC_2241,2046.04,USD,WIRE,MER_143,BEN_NEW_8861,DEV_ATO_7137,6f06ba922843a490,Unknown / Proxy IP,2026-08-28 05:28:06.269031+00:00,1,C
TX12327,USR_1240,ACC_2240,100.17,USD,WIRE,MER_331,BEN_987,DEV_150,ca36ba145e753c8c,"London, UK",2026-08-28 05:33:06.269031+00:00,0,A
TX11690,USR_1053,ACC_2053,64.64,USD,WIRE,MER_194,BEN_618,DEV_663,384061d4871fda2e,"Tokyo, JP",2026-08-28 05:34:06.269031+00:00,0,A
TX11132,USR_1285,ACC_2285,104.47,USD,WIRE,MER_366,BEN_523,DEV_232,f508248cccfe83c8,"London, UK",2026-08-28 05:42:06.269031+00:00,0,A
TX13042,USR_1179,ACC_2179,5.0,USD,ACH,MER_138,BEN_768,DEV_273,adb4f2be356e2898,"Toronto, CA",2026-08-28 05:44:06.269031+00:00,0,A
TX10732,USR_1143,ACC_2143,233.0,USD,WIRE,MER_160,BEN_537,DEV_146,d9d3e907738609eb,"Tokyo, JP",2026-08-28 05:48:06.269031+00:00,0,A
TX11268,USR_1105,ACC_2105,46.85,USD,WIRE,MER_255,BEN_534,DEV_678,07270622312de951,"Tokyo, JP",2026-08-28 05:48:06.269031+00:00,0,A
TX10770,USR_1160,ACC_2160,11.97,USD,P2P,MER_288,BEN_560,DEV_576,6cbbb8d9648be29a,"Toronto, CA",2026-08-28 05:49:06.269031+00:00,0,A
TX11502,USR_1171,ACC_2171,90.73,USD,CARD,MER_295,BEN_820,DEV_523,8aae49a384ac18fb,"Toronto, CA",2026-08-28 05:50:06.269031+00:00,0,A
TX11515,USR_1268,ACC_2268,58.51,USD,WIRE,MER_237,BEN_881,DEV_139,5580895259e008e5,"London, UK",2026-08-28 05:52:06.269031+00:00,0,A
TX10893,USR_1261,ACC_2261,132.83,USD,WIRE,MER_234,BEN_725,DEV_289,4d4cf90ee85528e0,"Sydney, AU",2026-08-28 05:53:06.269031+00:00,0,A
TX11901,USR_1053,ACC_2053,104.24,USD,P2P,MER_261,BEN_628,DEV_863,b6ccfe2c28a47580,"Tokyo, JP",2026-08-28 05:55:06.269031+00:00,0,A
TX12717,USR_1250,ACC_2250,88.66,USD,WIRE,MER_111,BEN_970,DEV_100,10c7ba9ad4f55369,"London, UK",2026-08-28 05:57:06.269031+00:00,0,A
TX11361,USR_1075,ACC_2075,150.04,USD,ACH,MER_276,BEN_779,DEV_572,48d2d61592213dad,"New York, US",2026-08-28 05:58:06.269031+00:00,0,A
TX11979,USR_1155,ACC_2155,80.11,USD,P2P,MER_303,BEN_971,DEV_887,12a2612a581bf810,"Toronto, CA",2026-08-28 06:10:06.269031+00:00,0,A
TX10282,USR_1128,ACC_2128,58.91,USD,P2P,MER_139,BEN_985,DEV_470,899e2fbba4cdd118,"London, UK",2026-08-28 06:11:06.269031+00:00,0,A
TX10996,USR_1145,ACC_2145,51.2,USD,P2P,MER_183,BEN_810,DEV_830,c615bf10c0f6ef80,"Sydney, AU",2026-08-28 06:14:06.269031+00:00,0,A
TX12613,USR_1149,ACC_2149,220.84,USD,P2P,MER_260,BEN_787,DEV_968,54aa31bdb6a655de,"London, UK",2026-08-28 06:22:06.269031+00:00,0,A
TX11061,USR_1007,ACC_2007,9007.47,USD,P2P,MER_234,BEN_RING_777,DEV_RING_999,fd5dc3897b156800,"Sydney, AU",2026-08-28 06:23:06.269031+00:00,1,D
TX11618,USR_1085,ACC_2085,101.09,USD,WIRE,MER_383,BEN_535,DEV_905,d15e8c587f1dd67a,"Toronto, CA",2026-08-28 06:26:06.269031+00:00,0,A
TX12363,USR_1158,ACC_2158,59.11,USD,P2P,MER_148,BEN_705,DEV_279,992c28be99efb351,"Sydney, AU",2026-08-28 06:28:06.269031+00:00,0,A
TX10831,USR_1201,ACC_2201,139.9,USD,P2P,MER_181,BEN_589,DEV_123,91e7767500f47f48,"London, UK",2026-08-28 06:29:06.269031+00:00,0,A
TX11106,USR_1096,ACC_2096,176.31,USD,P2P,MER_332,BEN_882,DEV_679,6427c36c4f3ddfa5,"New York, US",2026-08-28 06:33:06.269031+00:00,0,A
TX11263,USR_1018,ACC_2018,65.97,USD,ACH,MER_299,BEN_942,DEV_195,42b646eb5a141864,"London, UK",2026-08-28 06:40:06.269031+00:00,0,A
TX11007,USR_1124,ACC_2124,99.44,USD,P2P,MER_323,BEN_909,DEV_899,b4895ee1beb11ace,"Tokyo, JP",2026-08-28 06:40:06.269031+00:00,0,A
TX10564,USR_1127,ACC_2127,147.76,USD,ACH,MER_117,BEN_573,DEV_787,d9ec58cb702d403f,"London, UK",2026-08-28 06:42:06.269031+00:00,0,A
TX11730,USR_1052,ACC_2052,71.55,USD,CARD,MER_276,BEN_839,DEV_558,543d3130925feae7,"Sydney, AU",2026-08-28 06:43:06.269031+00:00,0,A
TX10412,USR_1139,ACC_2139,54.51,USD,ACH,MER_162,BEN_566,DEV_420,81a41f4d213f9ad2,"Tokyo, JP",2026-08-28 06:45:06.269031+00:00,0,A
TX12272,USR_1200,ACC_2200,87.36,USD,ACH,MER_331,BEN_678,DEV_456,0eaf478a35c62952,"London, UK",2026-08-28 06:46:06.269031+00:00,0,A
TX12747,USR_1041,ACC_2041,97.22,USD,ACH,MER_110,BEN_894,DEV_438,7f20688d205e30a1,"London, UK",2026-08-28 06:47:06.269031+00:00,0,A
TX12149,USR_1214,ACC_2214,135.39,USD,CARD,MER_147,BEN_749,DEV_867,daf2584bc2d0a66d,"Tokyo, JP",2026-08-28 06:47:06.269031+00:00,0,A
TX10187,USR_1234,ACC_2234,87.54,USD,P2P,MER_257,BEN_825,DEV_106,7e1e719175d63229,"Toronto, CA",2026-08-28 06:48:06.269031+00:00,0,A
TX14997,USR_1213,ACC_2213,8.83,USD,CARD,MER_292,BEN_821,DEV_249,53711f667bdda254,"Sydney, AU",2026-08-28 06:59:06.269031+00:00,0,A
TX10875,USR_1017,ACC_2017,59.11,USD,WIRE,MER_125,BEN_736,DEV_296,8c715aa596b7f198,"Sydney, AU",2026-08-28 06:59:06.269031+00:00,0,A
TX10808,USR_1147,ACC_2147,159.04,USD,WIRE,MER_345,BEN_869,DEV_711,cc2140b5d86ce2fc,"Toronto, CA",2026-08-28 07:01:06.269031+00:00,0,A
TX12415,USR_1240,ACC_2240,120.47,USD,CARD,MER_227,BEN_987,DEV_625,87a1a3b014960188,"London, UK",2026-08-28 07:03:06.269031+00:00,0,A
TX10504,USR_1014,ACC_2014,117.64,USD,P2P,MER_130,BEN_862,DEV_446,f808d0e331397ae0,"Toronto, CA",2026-08-28 07:04:06.269031+00:00,0,A
TX10175,USR_1003,ACC_2003,8503.47,USD,P2P,MER_140,BEN_RING_777,DEV_RING_999,fd5dc3897b156800,"Sydney, AU",2026-08-28 07:10:06.269031+00:00,1,D
TX11122,USR_1130,ACC_2130,102.43,USD,P2P,MER_327,BEN_569,DEV_726,a132455f8aba0763,"London, UK",2026-08-28 07:13:06.269031+00:00,0,A
TX11248,USR_1274,ACC_2274,64.62,USD,ACH,MER_104,BEN_942,DEV_762,04d0d4de5d036722,"Sydney, AU",2026-08-28 07:14:06.269031+00:00,0,A
TX12028,USR_1153,ACC_2153,85.76,USD,ACH,MER_151,BEN_619,DEV_730,ea01f47d91af8c3e,"New York, US",2026-08-28 07:16:06.269031+00:00,0,A
TX11942,USR_1107,ACC_2107,98.0,USD,WIRE,MER_275,BEN_743,DEV_560,9e958d16e65a5abe,"London, UK",2026-08-28 07:25:06.269031+00:00,0,A
TX11731,USR_1080,ACC_2080,494.85,USD,ACH,MER_374,BEN_546,DEV_NEW_1733,15286ec96ebfbae1,"Sydney, AU",2026-08-28 07:28:06.269031+00:00,1,B
TX11325,USR_1210,ACC_2210,83.29,USD,WIRE,MER_319,BEN_943,DEV_404,c9ceeb8e9250506f,"Tokyo, JP",2026-08-28 07:28:06.269031+00:00,0,A
TX12239,USR_1214,ACC_2214,129.32,USD,ACH,MER_132,BEN_797,DEV_627,ca649f404e150fd6,"Tokyo, JP",2026-08-28 07:35:06.269031+00:00,0,A
TX12576,USR_1266,ACC_2266,214.94,USD,P2P,MER_398,BEN_575,DEV_NEW_7887,7285e174966eb919,"Toronto, CA",2026-08-28 07:38:06.269031+00:00,1,B
TX13442,USR_1225,ACC_2225,97.56,USD,WIRE,MER_140,BEN_542,DEV_511,ab044683f536f8af,"Toronto, CA",2026-08-28 07:40:06.269031+00:00,0,A
TX12422,USR_1114,ACC_2114,113.69,USD,WIRE,MER_370,BEN_898,DEV_955,c9dd0282c5c3f36e,"Sydney, AU",2026-08-28 07:40:06.269031+00:00,0,A
TX11046,USR_1006,ACC_2006,26.56,USD,ACH,MER_305,BEN_516,DEV_801,59cafa1bb8624437,"New York, US",2026-08-28 07:40:06.269031+00:00,0,A
TX11734,USR_1280,ACC_2280,110.7,USD,WIRE,MER_160,BEN_799,DEV_463,c80da5be8e1c3709,"Sydney, AU",2026-08-28 07:41:06.269031+00:00,0,A
TX11790,USR_1219,ACC_2219,107.24,USD,CARD,MER_295,BEN_570,DEV_492,cdbc196f2eb61754,"New York, US",2026-08-28 07:45:06.269031+00:00,0,A
TX11899,USR_1269,ACC_2269,79.91,USD,ACH,MER_264,BEN_568,DEV_387,4ce705bd91f4650b,"New York, US",2026-08-28 07:49:06.269031+00:00,0,A
TX11160,USR_1001,ACC_2001,7297.76,USD,P2P,MER_242,BEN_RING_777,DEV_RING_999,fd5dc3897b156800,"Toronto, CA",2026-08-28 07:50:06.269031+00:00,1,D
TX11661,USR_1263,ACC_2263,35.1,USD,WIRE,MER_392,BEN_937,DEV_648,5b50cb1181290aec,"London, UK",2026-08-28 07:50:06.269031+00:00,0,A
TX12324,USR_1020,ACC_2020,140.5,USD,WIRE,MER_195,BEN_991,DEV_151,b5ff272adcc184f7,"Toronto, CA",2026-08-28 07:51:06.269031+00:00,0,A
TX10906,USR_1152,ACC_2152,116.92,USD,WIRE,MER_375,BEN_603,DEV_394,145d8ecfad10b8a6,"Sydney, AU",2026-08-28 07:57:06.269031+00:00,0,A
TX12206,USR_1115,ACC_2115,105.09,USD,WIRE,MER_330,BEN_645,DEV_153,144ef9b1edd50150,"New York, US",2026-08-28 07:58:06.269031+00:00,0,A
TX10606,USR_1292,ACC_2292,44.95,USD,CARD,MER_120,BEN_525,DEV_840,47a7d5c3ae210030,"London, UK",2026-08-28 08:03:06.269031+00:00,0,A
TX14680,USR_1246,ACC_2246,5.0,USD,CARD,MER_212,BEN_663,DEV_452,192b972b0eadbc2d,"London, UK",2026-08-28 08:03:06.269031+00:00,0,A
TX13839,USR_1055,ACC_2055,192.01,USD,WIRE,MER_245,BEN_885,DEV_380,41be1af591f90cd7,"Tokyo, JP",2026-08-28 08:04:06.269031+00:00,0,A
TX11126,USR_1249,ACC_2249,167.42,USD,P2P,MER_369,BEN_546,DEV_956,c24ea062cf3c7968,"Sydney, AU",2026-08-28 08:04:06.269031+00:00,0,A
TX11220,USR_1235,ACC_2235,161.26,USD,WIRE,MER_243,BEN_997,DEV_310,726bb384b3c414ca,"Sydney, AU",2026-08-28 08:07:06.269031+00:00,0,A
TX10561,USR_1005,ACC_2005,26.06,USD,WIRE,MER_336,BEN_873,DEV_479,18245baac911d82f,"New York, US",2026-08-28 08:12:06.269031+00:00,0,A
TX12124,USR_1198,ACC_2198,63.33,USD,P2P,MER_365,BEN_632,DEV_439,e9f7c9e4f8358d4f,"New York, US",2026-08-28 08:14:06.269031+00:00,0,A
TX11646,USR_1024,ACC_2024,124.26,USD,WIRE,MER_383,BEN_553,DEV_926,8a0759df3a3a9f03,"Toronto, CA",2026-08-28 08:16:06.269031+00:00,0,A
TX10267,USR_1032,ACC_2032,143.05,USD,WIRE,MER_122,BEN_960,DEV_211,0bbd6e1752497cd8,"Tokyo, JP",2026-08-28 08:20:06.269031+00:00,0,A
TX11818,USR_1029,ACC_2029,436.56,USD,ACH,MER_181,BEN_CAR_DEALER_112,DEV_UPGRADE_3598,c7e3f1b326ee84a0,"London, UK",2026-08-28 08:21:06.269031+00:00,0,E
TX10911,USR_1013,ACC_2013,24.03,USD,ACH,MER_161,BEN_960,DEV_652,a46549e884857643,"Tokyo, JP",2026-08-28 08:21:06.269031+00:00,0,A
TX12357,USR_1237,ACC_2237,113.32,USD,P2P,MER_169,BEN_639,DEV_342,c8f4ff7b3b3a1230,"Sydney, AU",2026-08-28 08:25:06.269031+00:00,0,A
TX12218,USR_1272,ACC_2272,5.0,USD,WIRE,MER_290,BEN_563,DEV_469,86889ce0a7e296c8,"Sydney, AU",2026-08-28 08:29:06.269031+00:00,0,A
TX11181,USR_1254,ACC_2254,109.46,USD,ACH,MER_235,BEN_825,DEV_439,ce7d41e693885b0f,"Tokyo, JP",2026-08-28 08:30:06.269031+00:00,0,A
TX11596,USR_1088,ACC_2088,84.63,USD,CARD,MER_254,BEN_872,DEV_625,e81465da5a78a239,"Toronto, CA",2026-08-28 08:31:06.269031+00:00,0,A
TX11057,USR_1260,ACC_2260,86.46,USD,P2P,MER_350,BEN_559,DEV_126,c76f81af2463d382,"New York, US",2026-08-28 08:34:06.269031+00:00,0,A
TX12248,USR_1242,ACC_2242,156.54,USD,WIRE,MER_269,BEN_933,DEV_176,16b1981054412bbd,"Sydney, AU",2026-08-28 08:37:06.269031+00:00,0,A
TX10902,USR_1205,ACC_2205,56.85,USD,ACH,MER_394,BEN_855,DEV_420,4d66e8ede2b3dfa5,"London, UK",2026-08-28 08:42:06.269031+00:00,0,A
TX10713,USR_1054,ACC_2054,124.74,USD,CARD,MER_254,BEN_926,DEV_321,25bcd6ffa38deb1b,"Toronto, CA",2026-08-28 08:43:06.269031+00:00,0,A
TX12667,USR_1015,ACC_2015,84.14,USD,CARD,MER_395,BEN_978,DEV_626,2e61687fd308ee3f,"London, UK",2026-08-28 08:44:06.269031+00:00,0,A
TX10386,USR_1074,ACC_2074,83.46,USD,P2P,MER_354,BEN_540,DEV_541,cce06b3c7fc49509,"London, UK",2026-08-28 08:45:06.269031+00:00,0,A
TX11098,USR_1047,ACC_2047,1800.01,USD,CARD,MER_224,BEN_538,DEV_NEW_9793,b8407f9f90f8f46f,"Sydney, AU",2026-08-28 08:51:06.269031+00:00,1,B
TX11678,USR_1078,ACC_2078,70.24,USD,WIRE,MER_286,BEN_796,DEV_743,ea138d321b39fb53,"New York, US",2026-08-28 08:51:06.269031+00:00,0,A
TX13868,USR_1233,ACC_2233,45.83,USD,ACH,MER_379,BEN_818,DEV_666,7a77d66cbd8271ef,"Tokyo, JP",2026-08-28 08:53:06.269031+00:00,0,A
TX13443,USR_1197,ACC_2197,96.89,USD,WIRE,MER_185,BEN_893,DEV_137,4d2fd16a0ade0912,"Toronto, CA",2026-08-28 09:04:06.269031+00:00,0,A
TX11753,USR_1135,ACC_2135,79.38,USD,WIRE,MER_140,BEN_985,DEV_411,eddad66c8f2b7404,"London, UK",2026-08-28 09:05:06.269031+00:00,0,A
TX11716,USR_1078,ACC_2078,1638.35,USD,WIRE,MER_146,BEN_NEW_9360,DEV_ATO_8261,aaed0593d598dcf7,Unknown / Proxy IP,2026-08-28 09:06:06.269031+00:00,1,C
TX11276,USR_1120,ACC_2120,205.81,USD,WIRE,MER_369,BEN_768,DEV_729,acf4e5f702d3cb66,"London, UK",2026-08-28 09:07:06.269031+00:00,0,A
TX11893,USR_1025,ACC_2025,213.34,USD,WIRE,MER_126,BEN_824,DEV_378,2488659b8d6070e6,"Tokyo, JP",2026-08-28 09:10:06.269031+00:00,0,A
TX11751,USR_1049,ACC_2049,83.35,USD,ACH,MER_225,BEN_738,DEV_545,2d5ca29e2ab18fd2,"Tokyo, JP",2026-08-28 09:16:06.269031+00:00,0,A
TX11581,USR_1268,ACC_2268,83.64,USD,ACH,MER_272,BEN_743,DEV_505,520b3672ae9f6d8e,"London, UK",2026-08-28 09:16:06.269031+00:00,0,A
TX12006,USR_1177,ACC_2177,106.8,USD,WIRE,MER_399,BEN_783,DEV_523,2d9eae9ad589ed38,"London, UK",2026-08-28 09:20:06.269031+00:00,0,A
TX11365,USR_1262,ACC_2262,69.3,USD,P2P,MER_216,BEN_997,DEV_254,142617e48d73374c,"New York, US",2026-08-28 09:26:06.269031+00:00,0,A
TX11094,USR_1089,ACC_2089,57.84,USD,ACH,MER_175,BEN_541,DEV_967,abe8616dca369737,"Sydney, AU",2026-08-28 09:27:06.269031+00:00,0,A
TX10939,USR_1012,ACC_2012,90.11,USD,ACH,MER_370,BEN_837,DEV_187,e909c29bce6a8450,"Toronto, CA",2026-08-28 09:30:06.269031+00:00,0,A
TX13187,USR_1053,ACC_2053,105.87,USD,ACH,MER_161,BEN_561,DEV_863,b6ccfe2c28a47580,"Tokyo, JP",2026-08-28 09:31:06.269031+00:00,0,A
TX12125,USR_1009,ACC_2009,5549.79,USD,P2P,MER_250,BEN_RING_777,DEV_RING_999,fd5dc3897b156800,"New York, US",2026-08-28 09:34:06.269031+00:00,1,D
TX12685,USR_1108,ACC_2108,174.95,USD,ACH,MER_244,BEN_969,DEV_140,8892758077968628,"Sydney, AU",2026-08-28 09:35:06.269031+00:00,0,A
TX12091,USR_1270,ACC_2270,250.45,USD,P2P,MER_306,BEN_528,DEV_552,3631663658218087,"Sydney, AU",2026-08-28 09:37:06.269031+00:00,0,A
TX11266,USR_1133,ACC_2133,9.23,USD,CARD,MER_330,BEN_997,DEV_834,ef76d461bce1b4dc,"Sydney, AU",2026-08-28 09:39:06.269031+00:00,0,A
TX13357,USR_1252,ACC_2252,106.32,USD,WIRE,MER_214,BEN_589,DEV_239,35a23db528a30342,"Sydney, AU",2026-08-28 09:50:06.269031+00:00,0,A
TX10303,USR_1234,ACC_2234,579.58,USD,CARD,MER_292,BEN_929,DEV_NEW_5521,7e1e719175d63229,"Toronto, CA",2026-08-28 09:51:06.269031+00:00,0,B
TX13791,USR_1225,ACC_2225,116.09,USD,ACH,MER_204,BEN_542,DEV_511,ab044683f536f8af,"Toronto, CA",2026-08-28 09:54:06.269031+00:00,0,A
TX11736,USR_1141,ACC_2141,88.96,USD,ACH,MER_334,BEN_701,DEV_578,4d95437c84830bda,"New York, US",2026-08-28 09:57:06.269031+00:00,0,A
TX11484,USR_1031,ACC_2031,64.15,USD,CARD,MER_114,BEN_669,DEV_985,ee85905019f3301c,"Tokyo, JP",2026-08-28 10:01:06.269031+00:00,0,A
TX12595,USR_1094,ACC_2094,109.48,USD,WIRE,MER_387,BEN_890,DEV_967,f891e28a9482853e,"Tokyo, JP",2026-08-28 10:06:06.269031+00:00,0,A
TX11868,USR_1181,ACC_2181,102.27,USD,CARD,MER_149,BEN_757,DEV_117,31b63d4339095769,"Tokyo, JP",2026-08-28 10:08:06.269031+00:00,0,A
TX12700,USR_1237,ACC_2237,212.74,USD,ACH,MER_138,BEN_731,DEV_342,8b11224c92458caf,"Sydney, AU",2026-08-28 10:11:06.269031+00:00,0,A
TX12839,USR_1100,ACC_2100,105.29,USD,WIRE,MER_136,BEN_756,DEV_609,65282a365bdcb914,"Sydney, AU",2026-08-28 10:11:06.269031+00:00,0,A
TX11187,USR_1125,ACC_2125,115.41,USD,WIRE,MER_250,BEN_542,DEV_608,9d968dc522301427,"Toronto, CA",2026-08-28 10:12:06.269031+00:00,0,A
TX11143,USR_1204,ACC_2204,19.92,USD,P2P,MER_188,BEN_800,DEV_368,66517d42729f749a,"Tokyo, JP",2026-08-28 10:13:06.269031+00:00,0,A
TX12906,USR_1062,ACC_2062,20.46,USD,P2P,MER_242,BEN_795,DEV_790,d3f71a2a96f5572f,"New York, US",2026-08-28 10:14:06.269031+00:00,0,A
TX11757,USR_1069,ACC_2069,213.92,USD,P2P,MER_392,BEN_596,DEV_986,ed4b5a832416af09,"Tokyo, JP",2026-08-28 10:14:06.269031+00:00,0,A
TX11135,USR_1248,ACC_2248,34.77,USD,WIRE,MER_172,BEN_858,DEV_280,f39d9230d2c100e0,"Tokyo, JP",2026-08-28 10:19:06.269031+00:00,0,A
TX11258,USR_1035,ACC_2035,104.54,USD,P2P,MER_143,BEN_738,DEV_411,366dd80803ad332d,"Toronto, CA",2026-08-28 10:23:06.269031+00:00,0,A
TX13123,USR_1062,ACC_2062,391.16,USD,WIRE,MER_242,BEN_NEW_9613,DEV_ATO_7160,3cdf8321c56db752,Unknown / Proxy IP,2026-08-28 10:24:06.269031+00:00,1,C
TX10701,USR_1056,ACC_2056,100.08,USD,CARD,MER_127,BEN_533,DEV_590,b8d9f40734eb5d68,"Tokyo, JP",2026-08-28 10:24:06.269031+00:00,0,A
TX12031,USR_1111,ACC_2111,47.84,USD,CARD,MER_170,BEN_748,DEV_470,dc65b42e8044fcc4,"London, UK",2026-08-28 10:24:06.269031+00:00,0,A
TX11107,USR_1060,ACC_2060,68.47,USD,WIRE,MER_391,BEN_572,DEV_535,3c49e5003110f2c6,"London, UK",2026-08-28 10:26:06.269031+00:00,0,A
TX11008,USR_1051,ACC_2051,114.99,USD,CARD,MER_384,BEN_868,DEV_710,b397558ee799977c,"New York, US",2026-08-28 10:27:06.269031+00:00,0,A
TX12156,USR_1111,ACC_2111,1209.36,USD,WIRE,MER_215,BEN_NEW_8454,DEV_ATO_5921,3a4080a643caadf1,Unknown / Proxy IP,2026-08-28 10:28:06.269031+00:00,1,C
TX10709,USR_1297,ACC_2297,48.49,USD,ACH,MER_127,BEN_929,DEV_543,7aa269778c11feae,"Tokyo, JP",2026-08-28 10:31:06.269031+00:00,0,A
TX12320,USR_1115,ACC_2115,129.54,USD,ACH,MER_362,BEN_542,DEV_756,4d8f3a7ab28f30b0,"New York, US",2026-08-28 10:31:06.269031+00:00,0,A
TX12395,USR_1267,ACC_2267,130.71,USD,P2P,MER_173,BEN_742,DEV_648,4a5972ea9c44bd37,"Tokyo, JP",2026-08-28 10:37:06.269031+00:00,0,A
TX12247,USR_1106,ACC_2106,82.91,USD,WIRE,MER_359,BEN_539,DEV_417,0c68f51756e95452,"Tokyo, JP",2026-08-28 10:44:06.269031+00:00,0,A
TX12833,USR_1222,ACC_2222,140.24,USD,WIRE,MER_222,BEN_901,DEV_630,44e6d40e8d8d321c,"Sydney, AU",2026-08-28 10:45:06.269031+00:00,0,A
TX12100,USR_1277,ACC_2277,235.45,USD,WIRE,MER_113,BEN_764,DEV_828,13d2e495037fc7ea,"London, UK",2026-08-28 10:45:06.269031+00:00,0,A
TX10980,USR_1095,ACC_2095,121.0,USD,ACH,MER_103,BEN_639,DEV_723,47dee88f32dc4e73,"Tokyo, JP",2026-08-28 10:49:06.269031+00:00,0,A
TX12593,USR_1214,ACC_2214,102.78,USD,CARD,MER_147,BEN_501,DEV_627,daf2584bc2d0a66d,"Tokyo, JP",2026-08-28 10:55:06.269031+00:00,0,A
TX11885,USR_1061,ACC_2061,23.21,USD,CARD,MER_228,BEN_724,DEV_579,a8a0e5e079ff595f,"Tokyo, JP",2026-08-28 10:59:06.269031+00:00,0,A
TX11136,USR_1057,ACC_2057,84.67,USD,WIRE,MER_256,BEN_694,DEV_354,9ea722f8987c3433,"Toronto, CA",2026-08-28 10:59:06.269031+00:00,0,A
TX11832,USR_1286,ACC_2286,30.2,USD,ACH,MER_109,BEN_964,DEV_803,67dbe69b22e1a125,"Tokyo, JP",2026-08-28 10:59:06.269031+00:00,0,A
TX12369,USR_1135,ACC_2135,86.88,USD,P2P,MER_228,BEN_765,DEV_411,1f75cdd633f3da73,"London, UK",2026-08-28 11:05:06.269031+00:00,0,A
TX12514,USR_1226,ACC_2226,131.71,USD,P2P,MER_144,BEN_873,DEV_500,0a8af8981c081dfa,"New York, US",2026-08-28 11:08:06.269031+00:00,0,A
TX12656,USR_1149,ACC_2149,215.49,USD,WIRE,MER_369,BEN_839,DEV_968,57b0a61cd52ff9e0,"London, UK",2026-08-28 11:14:06.269031+00:00,0,A
TX14151,USR_1233,ACC_2233,39.0,USD,ACH,MER_379,BEN_624,DEV_666,0f926437fe0698e4,"Tokyo, JP",2026-08-28 11:15:06.269031+00:00,0,A
TX12721,USR_1119,ACC_2119,135.27,USD,P2P,MER_319,BEN_763,DEV_213,9c57e81541391015,"Toronto, CA",2026-08-28 11:16:06.269031+00:00,0,A
TX11989,USR_1212,ACC_2212,74.33,USD,CARD,MER_130,BEN_884,DEV_686,ecfbae456439a3ec,"New York, US",2026-08-28 11:17:06.269031+00:00,0,A
TX11217,USR_1042,ACC_2042,71.83,USD,CARD,MER_114,BEN_639,DEV_405,4deedbb583918fca,"Sydney, AU",2026-08-28 11:23:06.269031+00:00,0,A
TX12742,USR_1199,ACC_2199,55.19,USD,CARD,MER_143,BEN_676,DEV_556,cec3b891aa0766f8,"Toronto, CA",2026-08-28 11:24:06.269031+00:00,0,A
TX11308,USR_1124,ACC_2124,54.78,USD,CARD,MER_323,BEN_909,DEV_982,6368a1fc6b09e2af,"Tokyo, JP",2026-08-28 11:26:06.269031+00:00,0,A
TX12461,USR_1082,ACC_2082,116.0,USD,ACH,MER_332,BEN_559,DEV_764,28af3e505676849d,"New York, US",2026-08-28 11:28:06.269031+00:00,0,A
TX12020,USR_1203,ACC_2203,106.89,USD,CARD,MER_287,BEN_909,DEV_385,b36e719e322cc5fc,"New York, US",2026-08-28 11:29:06.269031+00:00,0,A
TX10753,USR_1223,ACC_2223,153.66,USD,WIRE,MER_379,BEN_567,DEV_753,cbc3291fb0da28bd,"New York, US",2026-08-28 11:30:06.269031+00:00,0,A
TX11064,USR_1071,ACC_2071,124.87,USD,WIRE,MER_309,BEN_869,DEV_995,7eebaedd1b534afc,"Sydney, AU",2026-08-28 11:30:06.269031+00:00,0,A
TX10983,USR_1095,ACC_2095,137.3,USD,P2P,MER_192,BEN_639,DEV_723,47dee88f32dc4e73,"Tokyo, JP",2026-08-28 11:38:06.269031+00:00,0,A
TX11750,USR_1046,ACC_2046,173.66,USD,ACH,MER_183,BEN_858,DEV_344,753d8b158f374251,"Toronto, CA",2026-08-28 11:38:06.269031+00:00,0,A
TX12669,USR_1256,ACC_2256,64.13,USD,WIRE,MER_263,BEN_583,DEV_459,3c88c3dde07ae353,"Toronto, CA",2026-08-28 11:39:06.269031+00:00,0,A
